Sampling Period,Sampling Location,Radionuclide,Result (pCi/m3),Counting Error (pCi/m3),Minimum Detectable Activity 95% (pCi/m3,Total Effective Dose Equivalent (millirem),NRC Effluent Air Conc. Limit (pCi/m3)
2014Q1,San Diego,Ruthenium-106,0.000035,0.000133,0.000616,0,20
2014Q1,San Diego,Cesium-137,0.0000122,0.0000142,0.0000665,0,200
2014Q1,San Diego,Cerium-141,-0.000173,0.000206,0.000968,0,800
2014Q1,San Diego,Cerium-144,-0.000049,0.0000838,0.000363,0,20
2014Q2,Eureka,Beryllium-7,0.055,0.00212,0.00219,9.17E-05,30000
2014Q2,Eureka,Potassium-40,-0.00101,0.000547,0.00262,0,600
2014Q2,Eureka,Niobium-95,0.00000192,0.0000601,0.000275,0,2000
2014Q2,Eureka,Zirconium-95,0.0000471,0.0000489,0.000231,0,400
2014Q2,Eureka,Ruthenium-103,-0.000091,0.0000497,0.000214,0,900
2014Q2,Eureka,Ruthenium-106,0.000000463,0.000124,0.000559,0,20
2014Q2,Eureka,Cesium-137,0.0000255,0.0000118,0.0000573,0,200
2014Q2,Eureka,Cerium-141,-0.000333,0.000088,0.000359,0,800
2014Q2,Eureka,Cerium-144,0.0000135,0.0000713,0.000316,0,20
2014Q2,Humboldt Bay,Beryllium-7,0.0532,0.00203,0.00203,8.87E-05,30000
2014Q2,Humboldt Bay,Potassium-40,0.000656,0.000514,0.00238,0,600
2014Q2,Humboldt Bay,Niobium-95,-0.0000137,0.0000551,0.000248,0,2000
2014Q2,Humboldt Bay,Zirconium-95,-0.000053,0.0000414,0.000183,0,400
2014Q2,Humboldt Bay,Ruthenium-103,-0.0000312,0.0000445,0.000198,0,900
2014Q2,Humboldt Bay,Ruthenium-106,0.0000223,0.000109,0.000504,0,20
2014Q2,Humboldt Bay,Cesium-137,0.00000776,0.0000113,0.0000529,0,200
2014Q2,Humboldt Bay,Cerium-141,-0.000283,0.0000752,0.000305,0,800
2014Q2,Humboldt Bay,Cerium-144,0.0000406,0.0000639,0.000284,0,20
2014Q2,"Richmond, CA",Beryllium-7,0.0651,0.00254,0.00233,0.0001085,30000
2014Q2,"Richmond, CA",Potassium-40,0.00125,0.000587,0.0027,0,600
2014Q2,"Richmond, CA",Niobium-95,-0.0000341,0.0000716,0.00032,0,2000
2014Q2,"Richmond, CA",Zirconium-95,0.0000242,0.0000552,0.000257,0,400
2014Q2,"Richmond, CA",Ruthenium-103,0.0000443,0.0000548,0.000254,0,900
2014Q2,"Richmond, CA",Ruthenium-106,0.000151,0.000133,0.000625,0,20
2014Q2,"Richmond, CA",Cesium-137,0.00000255,0.0000136,0.0000622,0,200
2014Q2,"Richmond, CA",Cerium-141,0.0000135,0.000105,0.000463,0,800
2014Q2,"Richmond, CA",Cerium-144,0.000163,0.0000838,0.000379,0,20
2014Q2,Livermore,Beryllium-7,0.107,0.00407,0.00237,0.000178333,30000
2014Q2,Livermore,Potassium-40,-0.000323,0.000626,0.00297,0,600
2014Q2,Livermore,Niobium-95,-0.0000508,0.0000798,0.000353,0,2000
2014Q2,Livermore,Zirconium-95,-0.0000284,0.0000567,0.000258,0,400
2014Q2,Livermore,Ruthenium-103,0.0000347,0.0000538,0.000251,0,900
2014Q2,Livermore,Ruthenium-106,-0.000078,0.000142,0.000638,0,20
2014Q2,Livermore,Cesium-137,0.00000335,0.0000147,0.0000669,0,200
2014Q2,Livermore,Cerium-141,-0.00011,0.000203,0.000955,0,800
2014Q2,Livermore,Cerium-144,-0.0000493,0.0000778,0.000336,0,20
2014Q2,San Luis Obispo,Beryllium-7,0.0784,0.00294,0.00204,0.000130667,30000
2014Q2,San Luis Obispo,Potassium-40,-0.000189,0.000487,0.0023,0,600
2014Q2,San Luis Obispo,Niobium-95,-0.000169,0.0000592,0.000249,0,2000
2014Q2,San Luis Obispo,Zirconium-95,-0.0000655,0.0000473,0.000208,0,400
2014Q2,San Luis Obispo,Ruthenium-103,-0.0000253,0.0000402,0.000179,0,900
2014Q2,San Luis Obispo,Ruthenium-106,0.000126,0.000118,0.000558,0,20
2014Q2,San Luis Obispo,Cesium-137,0.00000732,0.0000124,0.000058,0,200
2014Q2,San Luis Obispo,Cerium-141,0.000132,0.0000884,0.000409,0,800
2014Q2,San Luis Obispo,Cerium-144,-0.0000426,0.0000675,0.000301,0,20
2014Q2,Diablo Canyon,Beryllium-7,0.0652,0.002,0.00188,0.000108667,30000
2014Q2,Diablo Canyon,Potassium-40,0.000594,0.0005,0.00232,0,600
2014Q2,Diablo Canyon,Niobium-95,0.0000733,0.000062,0.000294,0,2000
2014Q2,Diablo Canyon,Zirconium-95,-0.0000835,0.0000476,0.000204,0,400
2014Q2,Diablo Canyon,Ruthenium-103,0.0000206,0.0000448,0.000207,0,900
2014Q2,Diablo Canyon,Ruthenium-106,-0.000129,0.000125,0.000557,0,20
2014Q2,Diablo Canyon,Cesium-137,0.00000149,0.0000122,0.0000555,0,200
2014Q2,Diablo Canyon,Cerium-141,0.000163,0.000137,0.000635,0,800
2014Q2,Diablo Canyon,Cerium-144,-0.000104,0.0000792,0.000338,0,20
2014Q2,San Onofre,Beryllium-7,0.104,0.0039,0.0016,0.000173333,30000
2014Q2,San Onofre,Potassium-40,0.000664,0.000475,0.0022,0,600
2014Q2,San Onofre,Niobium-95,0.000000139,0.000043,0.000197,0,2000
2014Q2,San Onofre,Zirconium-95,-0.0000424,0.0000379,0.000166,0,400
2014Q2,San Onofre,Ruthenium-103,0.0000358,0.000038,0.000179,0,900
2014Q2,San Onofre,Ruthenium-106,-0.0000504,0.000101,0.000455,0,20
2014Q2,San Onofre,Cesium-137,0.00000589,0.0000103,0.0000481,0,200
2014Q2,San Onofre,Cerium-141,-0.0000248,0.0000569,0.00025,0,800
2014Q2,San Onofre,Cerium-144,-0.0000984,0.0000537,0.000226,0,20
2014Q2,San Diego,Beryllium-7,0.114,0.00334,0.00221,0.00019,30000
2014Q2,San Diego,Potassium-40,0.000618,0.000558,0.00259,0,600
2014Q2,San Diego,Niobium-95,-0.0000894,0.0000699,0.000305,0,2000
2014Q2,San Diego,Zirconium-95,-0.0000486,0.0000518,0.000229,0,400
2014Q2,San Diego,Ruthenium-103,-0.0000255,0.0000505,0.000227,0,900
2014Q2,San Diego,Ruthenium-106,0.0000123,0.000138,0.000631,0,20
2014Q2,San Diego,Cesium-137,0.0000148,0.0000138,0.0000649,0,200
2014Q2,San Diego,Cerium-141,0.000312,0.000161,0.000742,0,800
2014Q2,San Diego,Cerium-144,-0.000034,0.0000913,0.000402,0,20
2014Q3,Eureka,Beryllium-7,0.0446,0.0016,0.00294,7.43E-05,30000
2014Q3,Eureka,Potassium-40,-0.000328,0.000586,0.00277,0,600
2014Q3,Eureka,Niobium-95,-0.0000525,0.0000953,0.000429,0,2000
2014Q3,Eureka,Zirconium-95,-0.0000369,0.0000818,0.000298,0,400
2014Q3,Eureka,Ruthenium-103,-0.0000168,0.0000683,0.000309,0,900
2014Q3,Eureka,Ruthenium-106,0.0000124,0.000154,0.000705,0,20
2014Q3,Eureka,Cesium-137,-0.00000558,0.0000151,0.0000678,0,200
2014Q3,Eureka,Cerium-141,0.00055,0.000234,0.00107,0,800
2014Q3,Eureka,Cerium-144,-0.0000862,0.0000915,0.000397,0,20
2014Q3,Humboldt Bay,Beryllium-7,0.0284,0.0023,0.00795,4.73E-05,30000
2014Q3,Humboldt Bay,Potassium-40,-0.000888,0.00136,0.00645,0,600
2014Q3,Humboldt Bay,Niobium-95,0.0000635,0.000333,0.00155,0,2000
2014Q3,Humboldt Bay,Zirconium-95,-0.000253,0.000244,0.000872,0,400
2014Q3,Humboldt Bay,Ruthenium-103,0.000235,0.000225,0.00106,0,900
2014Q3,Humboldt Bay,Ruthenium-106,0.000221,0.000329,0.00154,0,20
2014Q3,Humboldt Bay,Cesium-137,0.0000484,0.0000316,0.00015,0,200
2014Q3,Humboldt Bay,Cerium-141,-0.000867,0.000966,0.00455,0,800
2014Q3,Humboldt Bay,Cerium-144,-0.0000978,0.000168,0.000728,0,20
2014Q3,"Richmond, CA",Beryllium-7,0.0471,0.00231,0.00355,0.0000785,30000
2014Q3,"Richmond, CA",Potassium-40,-0.000305,0.000543,0.00259,0,600
2014Q3,"Richmond, CA",Niobium-95,0.00029,0.000173,0.000797,0,2000
2014Q3,"Richmond, CA",Zirconium-95,-0.0000952,0.0000976,0.000355,0,400
2014Q3,"Richmond, CA",Ruthenium-103,0.000107,0.0000795,0.000377,0,900
2014Q3,"Richmond, CA",Ruthenium-106,-0.00032,0.000176,0.00076,0,20
2014Q3,"Richmond, CA",Cesium-137,0.0000247,0.0000166,0.0000801,0,200
2014Q3,"Richmond, CA",Cerium-141,-0.0000196,0.000417,0.00195,0,800
2014Q3,"Richmond, CA",Cerium-144,0.0000258,0.00011,0.000483,0,20
2014Q3,Livermore,Beryllium-7,0.0997,0.00369,0.00274,0.000166167,30000
2014Q3,Livermore,Potassium-40,0.00136,0.000542,0.00247,0,600
2014Q3,Livermore,Niobium-95,-0.00000625,0.000082,0.000372,0,2000
2014Q3,Livermore,Zirconium-95,-0.0000298,0.0000719,0.00027,0,400
2014Q3,Livermore,Ruthenium-103,0.000103,0.0000605,0.000286,0,900
2014Q3,Livermore,Ruthenium-106,0.0000158,0.000118,0.000539,0,20
2014Q3,Livermore,Cesium-137,0.00000549,0.0000115,0.0000537,0,200
2014Q3,Livermore,Cerium-141,-0.000127,0.000233,0.0011,0,800
2014Q3,Livermore,Cerium-144,-0.000116,0.0000717,0.000305,0,20
2014Q3,San Luis Obispo,Beryllium-7,0.0618,0.00295,0.0038,0.000103,30000
2014Q3,San Luis Obispo,Potassium-40,0.000265,0.00633,0.00297,0,600
2014Q3,San Luis Obispo,Niobium-95,0.00011,0.000138,0.000655,0,2000
2014Q3,San Luis Obispo,Zirconium-95,-0.0000816,0.000129,0.000385,0,400
2014Q3,San Luis Obispo,Ruthenium-103,-0.0000142,0.0000998,0.000455,0,900
2014Q3,San Luis Obispo,Ruthenium-106,0.000354,0.000184,0.000898,0,20
2014Q3,San Luis Obispo,Cesium-137,0.0000404,0.0000203,0.0000991,0,200
2014Q3,San Luis Obispo,Cerium-141,-0.000226,0.000477,0.00224,0,800
2014Q3,San Luis Obispo,Cerium-144,-0.000102,0.00013,0.000566,0,20
2014Q3,Diablo Canyon,Beryllium-7,0.0686,0.00269,0.00257,0.000114333,30000
2014Q3,Diablo Canyon,Potassium-40,0.00146,0.00057,0.00261,0,600
2014Q3,Diablo Canyon,Niobium-95,-0.000197,0.0000913,0.000392,0,2000
2014Q3,Diablo Canyon,Zirconium-95,-0.000168,0.0000798,0.000282,0,400
2014Q3,Diablo Canyon,Ruthenium-103,0.0000214,0.0000652,0.000296,0,900
2014Q3,Diablo Canyon,Ruthenium-106,0.000134,0.000134,0.000624,0,20
2014Q3,Diablo Canyon,Cesium-137,0.00000618,0.0000124,0.0000577,0,200
2014Q3,Diablo Canyon,Cerium-141,0.00032,0.000187,0.000866,0,800
2014Q3,Diablo Canyon,Cerium-144,0.0000975,0.0000834,0.000371,0,20
2014Q3,San Onofre,Beryllium-7,0.136,0.00606,0.00512,0.000226667,30000
2014Q3,San Onofre,Potassium-40,0.000295,0.000701,0.00329,0,600
2014Q3,San Onofre,Niobium-95,0.000258,0.000163,0.000789,0,2000
2014Q3,San Onofre,Zirconium-95,-0.0000467,0.00013,0.0005,0,400
2014Q3,San Onofre,Ruthenium-103,-0.0000732,0.000123,0.000543,0,900
2014Q3,San Onofre,Ruthenium-106,-0.000376,0.000211,0.000899,0,20
2014Q3,San Onofre,Cesium-137,0.0000249,0.0000215,0.000102,0,200
2014Q3,San Onofre,Cerium-141,-0.00073,0.000486,0.0023,0,800
2014Q3,San Onofre,Cerium-144,0.0000481,0.000141,0.000629,0,20
2014Q3,San Diego,Beryllium-7,0.0852,0.00393,0.00422,0.000142,30000
2014Q3,San Diego,Potassium-40,-0.000474,0.000648,0.0031,0,600
2014Q3,San Diego,Niobium-95,-0.000274,0.000155,0.00066,0,2000
2014Q3,San Diego,Zirconium-95,-0.000216,0.000133,0.000436,0,400
2014Q3,San Diego,Ruthenium-103,0.00000369,0.000101,0.000463,0,900
2014Q3,San Diego,Ruthenium-106,-0.0000191,0.000214,0.000971,0,20
2014Q3,San Diego,Cesium-137,0.0000369,0.0000214,0.000103,0,200
2014Q3,San Diego,Cerium-141,-0.00026,0.000511,0.0024,0,800
2014Q3,San Diego,Cerium-144,0.000000301,0.000137,0.000605,0,20
2014Q4,Eureka,Beryllium-7,0.0544,0.00515,0.00318,9.07E-05,30000
2014Q4,Eureka,Potassium-40,0.00023,0.00116,0.00273,0,600
2014Q4,Eureka,Niobium-95,0.000267,0.000267,0.000607,0,2000
2014Q4,Eureka,Zirconium-95,-0.000218,0.000222,0.000364,0,400
2014Q4,Eureka,Ruthenium-103,0.0000907,0.000155,0.000368,0,900
2014Q4,Eureka,Ruthenium-106,-0.0000631,0.000345,0.000779,0,20
2014Q4,Eureka,Cesium-137,0.00000686,0.0000344,0.0000803,0,200
2014Q4,Eureka,Cerium-141,-0.0000386,0.000685,0.00161,0,800
2014Q4,Eureka,Cerium-144,0.0000115,0.000218,0.000485,0,20
2014Q4,"Richmond, CA",Beryllium-7,0.0694,0.00645,0.00361,0.000115667,30000
2014Q4,"Richmond, CA",Potassium-40,-0.00012,0.00126,0.00299,0,600
2014Q4,"Richmond, CA",Niobium-95,0.000292,0.000269,0.000659,0,2000
2014Q4,"Richmond, CA",Zirconium-95,-0.000182,0.000214,0.000383,0,400
2014Q4,"Richmond, CA",Ruthenium-103,0.0000543,0.000182,0.000422,0,900
2014Q4,"Richmond, CA",Ruthenium-106,0.0000531,0.000393,0.000907,0,20
2014Q4,"Richmond, CA",Cesium-137,0.0000323,0.000039,0.0000934,0,200
2014Q4,"Richmond, CA",Cerium-141,-0.00012,0.000765,0.00179,0,800
2014Q4,"Richmond, CA",Cerium-144,-0.0000444,0.000232,0.00051,0,20
2014Q4,Livermore,Beryllium-7,0.0822,0.00618,0.00219,0.000137,30000
2014Q4,Livermore,Potassium-40,0.00191,0.000791,0.00175,0.000159167,600
2014Q4,Livermore,Niobium-95,0.0000195,0.000134,0.000311,0,2000
2014Q4,Livermore,Zirconium-95,-0.000145,0.000127,0.000213,0,400
2014Q4,Livermore,Ruthenium-103,-0.0000285,0.0000937,0.00021,0,900
2014Q4,Livermore,Ruthenium-106,-0.0000354,0.0002,0.000452,0,20
2014Q4,Livermore,Cesium-137,-0.00000195,0.000019,0.0000438,0,200
2014Q4,Livermore,Cerium-141,0.000338,0.0002,0.000469,0,800
2014Q4,Livermore,Cerium-144,0.0000637,0.00012,0.000274,0,20
2014Q4,San Luis Obispo,Beryllium-7,0.096,0.00738,0.00285,0.00016,30000
2014Q4,San Luis Obispo,Potassium-40,0.00286,0.0013,0.00291,0,600
2014Q4,San Luis Obispo,Niobium-95,-0.000109,0.000191,0.000424,0,2000
2014Q4,San Luis Obispo,Zirconium-95,-0.000115,0.000174,0.000317,0,400
2014Q4,San Luis Obispo,Ruthenium-103,0.0000354,0.000144,0.000332,0,900
2014Q4,San Luis Obispo,Ruthenium-106,0.0000909,0.0003,0.000692,0,20
2014Q4,San Luis Obispo,Cesium-137,-0.0000145,0.0000305,0.0000676,0,200
2014Q4,San Luis Obispo,Cerium-141,0.00000243,0.000306,0.000672,0,800
2014Q4,San Luis Obispo,Cerium-144,0.000132,0.00019,0.000424,0,20
2014Q4,Diablo Canyon,Beryllium-7,0.0759,0.00696,0.00363,0.0001265,30000
2014Q4,Diablo Canyon,Potassium-40,0.000578,0.00124,0.0029,0,600
2014Q4,Diablo Canyon,Niobium-95,0.000262,0.000254,0.000623,0,2000
2014Q4,Diablo Canyon,Zirconium-95,-0.000214,0.000216,0.000391,0,400
2014Q4,Diablo Canyon,Ruthenium-103,-0.0000676,0.000183,0.000411,0,900
2014Q4,Diablo Canyon,Ruthenium-106,0.000306,0.000352,0.000854,0,20
2014Q4,Diablo Canyon,Cesium-137,0.0000158,0.0000361,0.0000851,0,200
2014Q4,Diablo Canyon,Cerium-141,0.000213,0.000842,0.00197,0,800
2014Q4,Diablo Canyon,Cerium-144,-0.0000296,0.00024,0.000529,0,20
2014Q4,San Onofre,Beryllium-7,0.1,0.00741,0.00255,0.000166667,30000
2014Q4,San Onofre,Potassium-40,0.0000791,0.001,0.00235,0,600
2014Q4,San Onofre,Niobium-95,0.0000281,0.000174,0.000402,0,2000
2014Q4,San Onofre,Zirconium-95,-0.000162,0.000144,0.000268,0,400
2014Q4,San Onofre,Ruthenium-103,-0.00000263,0.000131,0.000298,0,900
2014Q4,San Onofre,Ruthenium-106,-0.0000884,0.000236,0.000529,0,20
2014Q4,San Onofre,Cesium-137,0.00000325,0.0000234,0.0000526,0,200
2014Q4,San Onofre,Cerium-141,0.000144,0.000262,0.000586,0,800
2014Q4,San Onofre,Cerium-144,0.000018,0.000145,0.000318,0,20
2014Q4,San Diego,Beryllium-7,0.121,0.00721,0.00269,0.000201667,30000
2014Q4,San Diego,Potassium-40,0.0026,0.00114,0.00255,0.000216667,600
2014Q4,San Diego,Niobium-95,-0.0000376,0.000205,0.000465,0,2000
2014Q4,San Diego,Zirconium-95,-0.0000346,0.000174,0.00031,0,400
2014Q4,San Diego,Ruthenium-103,-0.0000465,0.000147,0.000329,0,900
2014Q4,San Diego,Ruthenium-106,-0.00000135,0.000275,0.000628,0,20
2014Q4,San Diego,Cesium-137,-0.0000705,0.0000279,0.0000626,0,200
2014Q4,San Diego,Cerium-141,0.000789,0.000471,0.00107,0,800
2014Q4,San Diego,Cerium-144,-0.0000605,0.000187,0.000406,0,20
2015Q1,Eureka,Beryllium-7,0.0919,0.00723,0.00347,0.000153167,30000
2015Q1,Eureka,Potassium-40,0.00647,0.00139,0.00286,0.000539167,600
2015Q1,Eureka,Niobium-95,-0.0000219,0.0002,0.000456,0,2000
2015Q1,Eureka,Zirconium-95,-0.00000833,0.000185,0.000328,0,400
2015Q1,Eureka,Ruthenium-103,-0.0000227,0.000147,0.000333,0,900
2015Q1,Eureka,Ruthenium-106,-0.000916,0.00031,0.000699,0,20
2015Q1,Eureka,Cesium-137,0.000023,0.0000302,0.0000724,0,200
2015Q1,Eureka,Cerium-141,0.000232,0.000329,0.000764,0,800
2015Q1,Eureka,Cerium-144,0.00000484,0.000164,0.00036,0,20
2015Q1,"Richmond, CA",Beryllium-7,0.118,0.0071,0.003,0.000196667,30000
2015Q1,"Richmond, CA",Potassium-40,0.000826,0.00112,0.00261,0,600
2015Q1,"Richmond, CA",Niobium-95,0.000179,0.000189,0.000459,0,2000
2015Q1,"Richmond, CA",Zirconium-95,-0.000271,0.000179,0.000308,0,400
2015Q1,"Richmond, CA",Ruthenium-103,-0.000099,0.000147,0.000322,0,900
2015Q1,"Richmond, CA",Ruthenium-106,-0.000156,0.000316,0.000685,0,20
2015Q1,"Richmond, CA",Cesium-137,0.00000525,0.0000284,0.0000648,0,200
2015Q1,"Richmond, CA",Cerium-141,-0.000175,0.000299,0.000643,0,800
2015Q1,"Richmond, CA",Cerium-144,0.000114,0.000191,0.000428,0,20
2015Q1,Livermore,Beryllium-7,0.134,0.0101,0.00307,0.000223333,30000
2015Q1,Livermore,Potassium-40,0.000939,0.00117,0.00271,0,600
2015Q1,Livermore,Niobium-95,0.0000611,0.000198,0.000461,0,2000
2015Q1,Livermore,Zirconium-95,-0.000107,0.000167,0.000311,0,400
2015Q1,Livermore,Ruthenium-103,-0.0000032,0.000145,0.000331,0,900
2015Q1,Livermore,Ruthenium-106,0.0000752,0.000279,0.000644,0,20
2015Q1,Livermore,Cesium-137,-0.00000435,0.0000276,0.0000625,0,200
2015Q1,Livermore,Cerium-141,-0.000411,0.000305,0.00064,0,800
2015Q1,Livermore,Cerium-144,0.0000561,0.00018,0.0004,0,20
2015Q1,San Luis Obispo,Beryllium-7,0.125,0.011,0.00424,0.000208333,30000
2015Q1,San Luis Obispo,Potassium-40,0.00103,0.0013,0.003,0,600
2015Q1,San Luis Obispo,Niobium-95,0.000229,0.000285,0.00069,0,2000
2015Q1,San Luis Obispo,Zirconium-95,-0.000151,0.000242,0.000392,0,400
2015Q1,San Luis Obispo,Ruthenium-103,-0.000036,0.000201,0.000451,0,900
2015Q1,San Luis Obispo,Ruthenium-106,0.000286,0.000406,0.000971,0,20
2015Q1,San Luis Obispo,Cesium-137,0.0000465,0.0000405,0.0000996,0,200
2015Q1,San Luis Obispo,Cerium-141,0.000211,0.00103,0.00241,0,800
2015Q1,San Luis Obispo,Cerium-144,-0.0000228,0.000267,0.000585,0,20
2015Q1,Diablo Canyon,Beryllium-7,0.136,0.00989,0.00232,0.000226667,30000
2015Q1,Diablo Canyon,Potassium-40,0.000912,0.00106,0.00246,0,600
2015Q1,Diablo Canyon,Niobium-95,-0.0000174,0.000166,0.000379,0,2000
2015Q1,Diablo Canyon,Zirconium-95,-0.000223,0.000145,0.000257,0,400
2015Q1,Diablo Canyon,Ruthenium-103,-0.00000971,0.000126,0.000284,0,900
2015Q1,Diablo Canyon,Ruthenium-106,-0.000115,0.000254,0.000563,0,20
2015Q1,Diablo Canyon,Cesium-137,0.000000222,0.0000242,0.0000554,0,200
2015Q1,Diablo Canyon,Cerium-141,-0.000324,0.00047,0.00111,0,800
2015Q1,Diablo Canyon,Cerium-144,-0.0000295,0.000145,0.000316,0,20
2015Q1,San Onofre,Beryllium-7,0.115,0.0103,0.00445,0.000191667,30000
2015Q1,San Onofre,Potassium-40,-0.0000727,0.00134,0.00318,0,600
2015Q1,San Onofre,Niobium-95,0.00017,0.000299,0.000712,0,2000
2015Q1,San Onofre,Zirconium-95,-0.000151,0.000239,0.000463,0,400
2015Q1,San Onofre,Ruthenium-103,-0.0000315,0.000205,0.000467,0,900
2015Q1,San Onofre,Ruthenium-106,-0.000313,0.000426,0.00093,0,20
2015Q1,San Onofre,Cesium-137,-0.0000056,0.0000394,0.0000899,0,200
2015Q1,San Onofre,Cerium-141,0.000475,0.00105,0.00245,0,800
2015Q1,San Onofre,Cerium-144,0.0000685,0.000272,0.000606,0,20
2015Q1,San Diego,Beryllium-7,0.166,0.0122,0.00327,0.000276667,30000
2015Q1,San Diego,Potassium-40,0.000499,0.00112,0.00261,0,600
2015Q1,San Diego,Niobium-95,-0.0000451,0.000199,0.000454,0,2000
2015Q1,San Diego,Zirconium-95,-0.000235,0.000183,0.000313,0,400
2015Q1,San Diego,Ruthenium-103,0.0000868,0.000136,0.000318,0,900
2015Q1,San Diego,Ruthenium-106,-0.0000919,0.000302,0.000676,0,20
2015Q1,San Diego,Cesium-137,-0.00000486,0.0000273,0.0000625,0,200
2015Q1,San Diego,Cerium-141,0.000348,0.000388,0.000897,0,800
2015Q1,San Diego,Cerium-144,-0.0000124,0.000177,0.000399,0,20
2015Q2,Eureka,Beryllium-7,0.0446,0.00302,0.00209,7.43E-05,30000
2015Q2,Eureka,Potassium-40,0.00236,0.000979,0.00218,0.000196667,600
2015Q2,Eureka,Niobium-95,0.0000929,0.000181,0.000421,0,2000
2015Q2,Eureka,Zirconium-95,-0.000174,0.000149,0.000262,0,400
2015Q2,Eureka,Ruthenium-103,0.0000602,0.000127,0.000296,0,900
2015Q2,Eureka,Ruthenium-106,0.00007,0.000256,0.000591,0,20
2015Q2,Eureka,Cesium-137,0.0000172,0.0000236,0.0000563,0,200
2015Q2,Eureka,Cerium-141,-0.000528,0.000265,0.000539,0,800
2015Q2,Eureka,Cerium-144,0.0000405,0.000153,0.000341,0,20
2015Q2,"Richmond, CA",Beryllium-7,0.056,0.00371,0.00255,9.33E-05,30000
2015Q2,"Richmond, CA",Potassium-40,0.00123,0.000971,0.00222,0,600
2015Q2,"Richmond, CA",Niobium-95,0.0000184,0.000192,0.000442,0,2000
2015Q2,"Richmond, CA",Zirconium-95,-0.0000262,0.000153,0.000281,0,400
2015Q2,"Richmond, CA",Ruthenium-103,0.000107,0.000138,0.000325,0,900
2015Q2,"Richmond, CA",Ruthenium-106,0.000103,0.000239,0.00056,0,20
2015Q2,"Richmond, CA",Cesium-137,0.0000122,0.0000231,0.0000546,0,200
2015Q2,"Richmond, CA",Cerium-141,-0.000249,0.000278,0.000586,0,800
2015Q2,"Richmond, CA",Cerium-144,0.0000965,0.00016,0.00036,0,20
2015Q2,Livermore,Beryllium-7,0.0995,0.00756,0.00262,0.000165833,30000
2015Q2,Livermore,Potassium-40,0.00127,0.00102,0.00235,0,600
2015Q2,Livermore,Niobium-95,0.0000842,0.000188,0.000443,0,2000
2015Q2,Livermore,Zirconium-95,-0.000154,0.000141,0.000268,0,400
2015Q2,Livermore,Ruthenium-103,-0.00000289,0.000138,0.000313,0,900
2015Q2,Livermore,Ruthenium-106,-0.0000727,0.00024,0.000538,0,20
2015Q2,Livermore,Cesium-137,0.000000379,0.000023,0.0000527,0,200
2015Q2,Livermore,Cerium-141,-0.000314,0.00028,0.000595,0,800
2015Q2,Livermore,Cerium-144,-0.0000082,0.000152,0.000329,0,20
2015Q2,San Luis Obispo,Beryllium-7,0.0855,0.00648,0.00265,0.0001425,30000
2015Q2,San Luis Obispo,Potassium-40,0.00163,0.00119,0.00269,0,600
2015Q2,San Luis Obispo,Niobium-95,0.00004,0.000208,0.00048,0,2000
2015Q2,San Luis Obispo,Zirconium-95,-0.0000895,0.00016,0.000285,0,400
2015Q2,San Luis Obispo,Ruthenium-103,0.0000922,0.000153,0.000358,0,900
2015Q2,San Luis Obispo,Ruthenium-106,0.0000667,0.000275,0.000637,0,20
2015Q2,San Luis Obispo,Cesium-137,-0.0000118,0.0000274,0.0000599,0,200
2015Q2,San Luis Obispo,Cerium-141,-0.00000831,0.000592,0.00139,0,800
2015Q2,San Luis Obispo,Cerium-144,-0.00000567,0.000153,0.000337,0,20
2015Q2,Diablo Canyon,Beryllium-7,0.0685,0.00545,0.00287,0.000114167,30000
2015Q2,Diablo Canyon,Potassium-40,0.00157,0.00113,0.00259,0,600
2015Q2,Diablo Canyon,Niobium-95,0.000104,0.000199,0.000472,0,2000
2015Q2,Diablo Canyon,Zirconium-95,-0.0000689,0.000173,0.000294,0,400
2015Q2,Diablo Canyon,Ruthenium-103,-0.0001,0.000153,0.000336,0,900
2015Q2,Diablo Canyon,Ruthenium-106,-0.000096,0.000267,0.000599,0,20
2015Q2,Diablo Canyon,Cesium-137,0.00000758,0.000026,0.0000603,0,200
2015Q2,Diablo Canyon,Cerium-141,-0.000408,0.000315,0.000659,0,800
2015Q2,Diablo Canyon,Cerium-144,0.0000246,0.000165,0.000367,0,20
2015Q2,San Onofre,Beryllium-7,0.0987,0.00736,0.00267,0.0001645,30000
2015Q2,San Onofre,Potassium-40,0.000905,0.0011,0.00255,0,600
2015Q2,San Onofre,Niobium-95,0.0000731,0.000182,0.00043,0,2000
2015Q2,San Onofre,Zirconium-95,-0.000144,0.000157,0.000271,0,400
2015Q2,San Onofre,Ruthenium-103,0.0000433,0.000147,0.000341,0,900
2015Q2,San Onofre,Ruthenium-106,0.0000183,0.000243,0.000556,0,20
2015Q2,San Onofre,Cesium-137,-0.00000423,0.0000234,0.0000532,0,200
2015Q2,San Onofre,Cerium-141,-0.000246,0.00048,0.00113,0,800
2015Q2,San Onofre,Cerium-144,-0.0000271,0.00015,0.000328,0,20
2015Q2,San Diego,Beryllium-7,0.1,0.00808,0.00443,0.000166667,30000
2015Q2,San Diego,Potassium-40,0.0071,0.00166,0.00346,0.000591667,600
2015Q2,San Diego,Niobium-95,0.000114,0.000318,0.000748,0,2000
2015Q2,San Diego,Zirconium-95,-0.0000887,0.000248,0.000428,0,400
2015Q2,San Diego,Ruthenium-103,0.000018,0.000217,0.000492,0,900
2015Q2,San Diego,Ruthenium-106,-0.000366,0.000389,0.000841,0,20
